ID,user,movie,rating
743,735,709,5
744,736,710,4
745,737,711,4
746,738,712,4
747,739,713,5
748,740,714,5
749,741,715,5
750,742,716,4
751,743,717,5
752,744,718,1
753,745,719,5
754,746,720,5
755,747,721,2
756,748,722,5
757,749,723,2
758,750,724,3
759,751,725,5
760,752,726,1
761,753,727,5
762,754,728,5
763,755,729,5
764,756,730,5
765,757,731,5
766,758,732,2
767,759,733,4
768,760,734,3
769,761,735,5
770,762,736,2
771,763,737,4
772,764,738,3
773,765,739,1
774,766,740,5
775,767,741,4
776,768,742,5
777,769,743,4
778,770,744,5
779,771,699,3
780,772,745,5
781,773,746,5
782,774,747,1
783,775,748,4
784,776,749,5
785,777,408,1
786,778,750,5
787,779,751,5
788,780,752,5
789,781,753,5
790,782,754,4
791,783,755,4
792,784,756,5
793,785,757,5
794,786,758,5
795,787,759,5
796,788,760,3
797,789,761,5
798,790,762,4
799,791,244,4
800,792,763,5
801,793,764,4
802,794,765,5
803,795,766,4
804,796,767,5
805,797,768,3
806,798,769,4
807,799,770,1
808,800,771,4
809,801,772,5
810,802,773,2
811,803,774,5
812,804,775,5
813,805,776,4
814,806,777,5
815,807,778,4
816,808,779,3
817,809,780,5
818,810,781,4
819,811,782,5
820,812,783,2
821,813,784,5
822,814,785,5
823,815,786,1
824,816,321,5
825,817,787,5
826,818,788,3
827,819,789,5
828,239,790,5
829,820,791,1
830,821,337,5
831,822,530,5
832,823,792,5
833,824,793,5
834,825,794,4
835,826,795,5
836,827,796,5
837,828,797,5
838,829,798,5
839,830,799,1
840,831,800,5
841,832,801,5
842,833,802,5
843,834,803,5
844,835,804,1
845,836,805,4
846,837,454,4
847,838,32,5
848,839,806,5
849,840,563,5
850,841,807,3
851,842,808,2
852,843,809,1
853,844,810,5
854,845,811,1
855,846,812,5
856,847,813,5
857,848,814,5
858,849,815,5
859,850,416,5
860,631,816,5
861,851,817,5
862,852,485,4
863,853,818,3
864,854,819,5
865,855,820,4
866,856,821,4
867,857,822,4
868,858,823,5
869,859,824,4
870,860,679,4
871,861,825,5
872,549,826,5
873,862,827,5
874,863,828,3
875,50,829,3
876,864,830,5
877,865,601,3
878,866,831,2
879,867,832,5
880,868,833,5
881,869,834,4
882,870,835,5
883,871,836,5
884,872,837,3
885,873,838,5
886,874,681,5
887,875,342,3
888,876,839,4
889,877,840,5
890,878,841,5
891,879,842,5
892,880,843,1
893,881,844,5
894,882,845,3
895,883,846,5
896,884,847,3
897,885,848,4
898,886,849,2
899,887,604,5
900,888,850,5
901,889,851,4
902,890,852,5
903,891,853,5
904,892,854,4
905,893,855,5
906,894,856,5
907,895,857,5
908,896,858,5
909,897,859,5
910,898,860,4
911,899,861,5
912,900,862,5
913,901,863,3
914,902,864,2
915,903,865,5
916,904,866,2
917,269,867,5
918,905,868,2
919,906,869,4
920,907,870,5
921,908,871,4
922,909,872,4
923,910,873,5
924,911,324,5
925,912,874,5
926,913,875,5
927,914,876,5
928,915,877,4
929,916,878,5
930,917,879,4
931,918,880,2
932,919,881,5
933,920,882,4
934,921,883,4
935,922,872,4
936,923,258,4
937,924,884,2
938,925,885,5
939,926,886,5
940,927,887,5
941,928,888,5
942,929,889,5
943,930,890,4
944,931,891,5
945,932,892,2
946,933,893,5
947,934,894,5
948,935,895,5
949,936,896,1
950,937,897,5
951,938,898,4
952,374,899,5
953,939,900,4
954,940,901,5
955,941,902,5
956,942,903,5
957,943,904,5
958,944,905,5
959,945,906,4
960,946,907,5
961,947,908,5
962,948,909,5
963,949,910,5
964,950,911,5
965,951,912,5
966,952,913,5
967,953,914,5
968,954,538,4
969,955,915,5
970,956,916,5
971,957,917,5
972,958,918,3
973,959,919,5
974,960,920,4
975,961,921,5
976,962,922,5
977,963,923,5
978,964,924,4
979,965,925,5
980,966,926,4
981,967,927,4
982,968,928,5
983,969,929,5
984,970,930,3
985,971,931,5
986,972,932,4
987,973,933,5
988,974,934,4
989,975,935,5
990,976,936,2
991,977,937,5
992,978,938,5
993,979,939,5
994,980,940,5
995,981,941,5
996,982,106,4
997,983,942,5
998,984,943,4
999,985,944,5
1000,986,945,5
1001,987,946,4
1002,988,330,3
1003,989,947,5
1004,990,711,5
1005,991,561,5
1006,992,948,5
1007,993,949,5
1008,994,950,4
1009,995,951,4
1010,996,952,5
1011,997,953,5
1012,998,954,4
1013,999,955,3
1014,922,956,5
1015,1000,957,5
1016,1001,958,5
1017,1002,959,5
1018,1003,960,5
1019,1004,961,3
1020,1005,962,5
1021,1006,553,5
1022,1007,963,5
1023,1008,964,1
1024,1009,395,3
1025,1010,965,5
1026,1011,966,5
1027,1012,967,4
1028,1013,968,5
1029,1014,969,5
1030,1015,970,5
1031,1016,971,5
1032,1017,972,3
1033,1018,973,5
1034,1019,697,5
1035,1020,974,5
1036,1021,975,4
1037,1022,976,4
1038,1023,977,5
1039,1024,896,5
1040,1025,978,5
1041,1026,979,5
1042,1027,980,4
1043,1028,981,5
1044,1029,519,4
1045,1030,982,5
1046,1031,906,5
1047,1032,983,5
1048,1033,228,1
1049,1034,984,4
1050,1035,985,2
1051,1036,986,5
1052,1037,987,4
1053,1038,988,5
1054,1039,989,5
1055,1040,990,5
1056,1041,991,4
1057,1042,992,5
1058,1043,993,3
1059,1044,994,5
1060,1045,995,5
1061,1046,996,4
1062,1047,997,5
1063,1048,998,5
1064,562,999,5
1065,1049,1000,5
1066,688,1001,5
1067,1050,1002,2
1068,1051,1003,4
1069,1052,1004,5
1070,1053,1005,4
1071,1054,1006,3
1072,1055,1007,5
1073,1056,1008,5
1074,1057,1009,1
1075,1058,1010,5
1076,1059,1011,5
1077,1060,1012,5
1078,1061,1013,4
1079,1062,1014,4
1080,1063,1015,2
1081,1064,1016,5
1082,1065,1017,5
1083,1066,1018,5
1084,1067,1019,5
1085,1068,1020,4
1086,1069,1021,3
1087,1070,1022,5
1088,1071,1023,5
1089,1072,1024,4
1090,1073,1025,5
1091,1074,1026,5
1092,1075,1027,4
1093,1076,1028,4
1094,1077,1029,4
1095,1078,1030,4
1096,1079,1031,5
1097,1080,1032,5
1098,1081,1033,4
1099,1082,1034,5
1100,1083,1035,5
1101,1084,1036,5
1102,1085,1037,4
1103,1086,1038,5
1104,1087,229,5
1105,1088,1039,5
1106,1089,1040,5
1107,1090,1041,5
1108,1091,1042,1
1109,1092,5,3
1110,1093,714,5
1111,661,1043,5
1112,1094,1044,5
1113,1095,1045,4
1114,1096,1046,5
1115,1097,1047,4
1116,1098,1048,5
1117,1099,1049,4
1118,1100,813,5
1119,1101,1050,1
1120,1102,1051,4
1121,1103,869,5
1122,1104,1052,4
1123,1105,1053,3
1124,1106,472,5
1125,1107,1054,4
1126,1108,272,3
1127,1109,1055,5
1128,1110,1056,5
1129,848,1057,2
1130,1111,1058,2
1131,915,642,3
1132,1112,872,5
1133,1113,1059,5
1134,1114,1060,5
1135,1115,1061,3
1136,1116,1062,3
1137,1117,1063,5
1138,1118,1064,5
1139,1119,1065,3
1140,1120,1066,1
1141,1121,1067,3
1142,1122,1068,5
1143,1123,1035,5
1144,1124,1069,4
1145,1125,1070,5
1146,1126,1071,5
1147,1127,1072,5
1148,1128,695,3
1149,1129,1073,5
1150,1130,1074,5
1151,1131,1075,5
1152,1132,1076,5
1153,1133,511,5
1154,1134,1077,5
1155,1135,1078,5
1156,1136,1079,4
1157,1137,773,1
1158,1138,1080,5
1159,1139,1081,5
1160,1140,1082,4
1161,1141,1083,5
1162,1142,310,5
1163,1143,1084,1
1164,334,1085,4
1165,1144,1086,1
1166,1145,1087,5
1167,1146,1088,3
1168,1147,1089,4
1169,1148,1090,5
1170,1149,1091,5
1171,1150,1092,3
1172,1151,1093,2
1173,1152,1094,5
1174,1153,1095,5
1175,1154,1096,5
1176,1155,1097,5
1177,1156,1098,3
1178,1157,1099,5
1179,1158,958,4
1180,1159,1100,4
1181,1160,1101,5
1182,1161,1102,5
1183,1162,1103,3
1184,1163,1104,5
1185,1164,1105,5
1186,1165,1038,5
1187,1166,1106,5
1188,1167,1107,4
1189,1168,1108,5
1190,1169,1109,5
1191,1170,1110,1
1192,1171,1111,3
1193,1172,1112,5
1194,1173,1113,5
1195,1174,639,5
1196,1175,170,3
1197,1176,1114,5
1198,1177,1115,5
1199,1178,1116,5
1200,1179,1117,5
1201,1180,1118,3
1202,1181,1119,5
1203,1182,1120,4
1204,1183,1121,5
1205,1184,1122,2
1206,1185,1123,5
1207,1186,1124,5
1208,1187,1125,5
1209,1188,1126,5
1210,1189,1127,5
1211,1190,1128,5
1212,1191,1129,5
1213,1192,879,1
1214,1193,1130,4
1215,1194,1131,5
1216,1195,1132,1
1217,1196,1133,4
1218,1197,1134,5
1219,1198,431,5
1220,1199,1135,4
1221,1200,1136,3
1222,1201,1137,5
1223,1202,1138,5
1224,1203,1139,5
1225,1204,1140,5
1226,1205,492,3
1227,1206,1141,1
1228,1207,243,5
1229,1208,1142,4
1230,1209,1143,2
1231,1210,1144,2
1232,1211,1145,5
1233,1212,1146,2
1234,1213,1147,5
1235,1212,1148,2
1236,1214,1149,5
1237,1215,1150,3
1238,1216,1151,5
1239,1217,1152,4
1240,1218,1153,5
1241,1219,322,4
1242,1220,1154,5
1243,1221,1155,5
1244,1222,1156,5
1245,1223,1157,4
1246,1224,1158,5
1247,1225,43,2
1248,1226,1159,5
1249,1227,1160,5
1250,1228,1161,5
1251,1229,992,3
1252,1230,1162,5
1253,1231,1163,5
1254,1232,1164,5
1255,1233,1165,2
1256,1182,1166,5
1257,1234,1167,5
1258,1235,1168,5
1259,212,1169,5
1260,1236,1170,3
1261,1237,1171,2
1262,1238,1172,5
1263,1239,1173,3
1264,1240,1174,5
1265,1241,1175,5
1266,1242,1116,5
1267,1243,1176,5
1268,1244,1177,4
1269,1245,1178,5
1270,1246,1179,4
1271,1247,1180,5
1272,1248,1181,5
1273,1249,1182,5
1274,1250,1183,5
1275,1251,1184,5
1276,1252,1185,3
1277,1253,1186,5
1278,1254,1187,4
1279,1255,1188,5
1280,1256,1189,5
1281,1257,1048,5
1282,1258,1190,4
1283,1259,693,5
1284,1260,1191,3
1285,1261,132,2
1286,1262,1192,4
1287,1263,1193,5
1288,1264,553,3
1289,1265,472,4
1290,1266,1194,5
1291,1267,1195,5
1292,1268,1196,5
1293,1269,1197,5
1294,1270,1198,3
1295,1271,1199,5
1296,1272,1200,2
1297,1273,1201,3
1298,1274,1202,5
1299,1275,1203,5
1300,1276,1204,5
1301,1277,1205,5
1302,1278,1206,3
1303,1279,1207,4
1304,1280,1208,5
1305,1281,1152,3
1306,1282,1209,3
1307,1283,1210,4
1308,1284,1211,5
1309,1285,1212,4
1310,1286,1213,5
1311,1287,1214,2
1312,1288,1215,5
1313,1289,1216,4
1314,553,1217,5
1315,1290,1218,5
1316,1291,1219,4
1317,1292,287,5
1318,1293,1220,4
1319,1294,1221,5
1320,1295,1222,3
1321,1296,1223,4
1322,1297,1224,4
1323,856,1225,5
1324,1298,783,5
1325,1299,1226,5
1326,1300,1227,4
1327,1301,1228,5
1328,1302,1229,3
1329,1303,1230,3
1330,1304,1231,5
1331,1305,452,5
1332,1306,1232,5
1333,1307,1233,4
1334,1308,1234,5
1335,1309,1235,5
1336,1310,1236,5
1337,1311,1237,4
1338,1312,1238,5
1339,1313,1239,5
1340,1314,1240,4
1341,1315,1241,5
1342,1316,1242,4
1343,1317,1243,5
1344,1318,1244,5
1345,1319,1245,5
1346,1320,1246,5
1347,1321,1247,3
1348,1322,1248,5
1349,1323,1249,5
1350,1324,1250,5
1351,1325,1251,4
1352,1326,1252,5
1353,1327,1253,5
1354,1328,1254,5
1355,1329,218,4
1356,1330,1255,5
1357,1331,1256,4
1358,1332,1257,4
1359,1333,1258,5
1360,1334,1259,5
1361,1335,1260,5
1362,1336,1261,5
1363,1337,1262,5
1364,1338,1263,3
1365,1339,1264,4
1366,1340,1265,4
1367,1341,1266,4
1368,1342,1267,2
1369,1343,1268,5
1370,1344,1269,5
1371,1345,1270,1
1372,1346,1271,5
1373,1347,1272,5
1374,1348,1273,5
1375,1349,1274,4
1376,1350,1275,1
1377,1351,1276,5
1378,1352,595,5
1379,1353,1277,5
1380,1354,1278,4
1381,1355,1279,5
1382,1356,1280,3
1383,1357,1281,4
1384,1358,1282,2
1385,1359,1283,5
1386,1360,1284,3
1387,1361,1285,5
1388,1362,1286,4
1389,1363,1287,5
1390,1364,1288,5
1391,1365,1289,5
1392,1366,1290,3
1393,1367,1291,4
1394,1368,1292,5
1395,1369,1293,5
1396,1370,1294,5
1397,1371,1295,5
1398,1372,1296,2
1399,1373,1157,4
1400,1374,1297,2
1401,1375,1298,5
1402,1376,1299,5
1403,1377,1300,5
1404,1378,1301,5
1405,1379,1302,4
1406,1380,1303,3
1407,1381,1304,4
1408,1382,1305,5
1409,1383,1306,3
1410,1384,1064,4
1411,1385,1256,5
1412,1386,1307,5
1413,1387,1308,3
1414,523,37,4
1415,1388,1309,5
1416,1389,1310,5
1417,1390,985,5
1418,1391,1311,4
1419,1392,1312,5
1420,1393,406,5
1421,1394,1313,2
1422,1395,1314,5
1423,1396,1315,5
1424,1397,1316,2
1425,1398,1317,1
1426,1399,1318,5
1427,1400,409,5
1428,1401,1319,5
1429,1402,1320,5
1430,1403,1321,5
1431,1404,1322,5
1432,1405,1323,3
1433,1406,1324,3
1434,1407,1325,5
1435,1408,1326,3
1436,1237,1327,3
1437,1409,1328,5
1438,1410,472,4
1439,1411,1329,5
1440,733,1330,3
1441,1412,1331,4
1442,1413,1332,5
1443,1414,1333,5
1444,1415,1334,4
1445,1416,1335,5
1446,1417,1336,5
1447,1418,321,5
1448,1419,1337,2
1449,1420,1338,3
1450,1421,1339,5
1451,1422,1340,3
1452,1423,1341,5
1453,1424,782,4
1454,1425,1342,3
1455,1426,1343,1
1456,1427,1344,3
1457,1428,1345,5
1458,1429,1346,5
1459,1430,1347,4
1460,1431,577,5
1461,1432,1348,4
1462,1433,1349,4
1463,1434,1350,5
1464,1435,1351,5
1465,1436,789,5
1466,1437,780,3
1467,1438,1352,4
1468,1439,1353,4
1469,1440,1354,5
1470,1441,1355,1
1471,1442,335,5
1472,1443,1356,5
1473,1444,1357,4
1474,1445,1358,5
1475,1446,1359,5
1476,1447,1360,5
1477,1448,1361,2
1478,1449,1139,5
1479,1450,1362,5
1480,1451,1363,5
1481,1452,1364,5
1482,1453,1365,5
1483,1454,902,5
1484,1455,1366,5
1485,1456,1367,5
1486,1457,1368,4
1487,1458,1369,5
1488,1459,1370,1
1489,1460,1371,5
1490,1461,1372,4
1491,1462,1373,4
1492,1463,1374,1
1493,1464,1375,5
1494,1465,1376,5
1495,1466,1377,5
1496,787,1378,3
1497,1467,1379,4
1498,1468,1380,2
1499,1469,1381,5
1500,1470,1382,4
1501,1471,1383,2
1502,1472,1384,5
1503,1473,1385,4
1504,1474,317,5
1505,1475,1386,2
1506,956,1387,3
1507,1476,1388,5
1508,1477,1389,4
1509,1478,1390,2
1510,1479,1391,5
1511,1480,1392,5
1512,1481,1393,4
1513,1482,1394,2
1514,1483,1395,5
1515,1484,1396,4
1516,1485,1397,5
1517,1486,1398,4
1518,1487,1399,4
1519,1488,665,5
1520,1489,1400,5
1521,1490,1401,4
1522,1491,1402,2
1523,1492,1403,3
1524,1493,1404,4
1525,1494,216,5
1526,1495,1405,4
1527,1496,1406,5
1528,1497,1407,5
1529,1498,1408,5
1530,1499,1409,5
1531,1500,1410,5
1532,1501,1411,4
1533,1502,1412,5
1534,1503,1413,5
1535,1504,1414,5
1536,1505,1415,4
1537,1506,1416,5
1538,1507,1417,3
1539,1508,1418,3
1540,1509,1419,2
1541,1510,1420,5
1542,1511,1421,3
1543,1512,1422,5
1544,1513,1423,4
1545,1514,406,5
1546,1515,1424,5
1547,1516,1425,3
1548,1517,1426,5
1549,1518,1427,5
1550,1519,1428,3
1551,1520,1429,5
1552,1521,1430,5
1553,1522,1431,4
1554,1523,1432,4
1555,1524,958,3
